IDCode,SiteCode,RefCode,BatGenus,BatSpecies,CurrentBatSpecies,TrophicGuild,PlantFamily,PlantGenus,PlantSpecies,CurrentPlantSpecies,LifeForm,SuccessionalStage,Interaction,Weight
BPI0440,BPA037,BPR033,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Piperaceae,Piper,Piper amalago,Piper amalago,Shrub,Early,Frugivory,NA
BPI0441,BPA037,BPR033,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Piperaceae,Piper,Piper hispidum,Piper hispidum,Shrub,Early,Frugivory,NA
BPI0442,BPA037,BPR033,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Piperaceae,Piper,Piper lapathifolium,Piper lapathifolium,Shrub,Early,Frugivory,NA
BPI0443,BPA037,BPR033,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Piperaceae,Piper,Piper sanctum,Piper sanctum,Shrub,Late,Frugivory,NA
BPI0444,BPA037,BPR033,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Piperaceae,Piper,Piper auritum,Piper auritum,Shrub,Early,Frugivory,NA
BPI0445,BPA038,BPR034,Sturnira,Sturnira aratathomasi,Sturnira aratathomasi,Frugivore,Solanaceae,Solanum,Solanum sycophanta,Solanum sycophanta,Tree,Early,Frugivory,NA
BPI0446,BPA039,BPR035,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Moraceae,Ficus,Ficus luschnathiana,Ficus luschnathiana,Tree,Early,Frugivory,4
BPI0447,BPA039,BPR035,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Moraceae,Ficus,Ficus enormis,Ficus enormis,Tree,NA,Frugivory,2
BPI0448,BPA039,BPR035,Platyrrhinus,Platyrrhinus lineatus,Platyrrhinus lineatus,Frugivore,Moraceae,Ficus,Ficus luschnathiana,Ficus luschnathiana,Tree,Early,Frugivory,6
BPI0449,BPA039,BPR035,Platyrrhinus,Platyrrhinus lineatus,Platyrrhinus lineatus,Frugivore,Moraceae,Ficus,Ficus enormis,Ficus enormis,Tree,NA,Frugivory,6
BPI0450,BPA039,BPR035,Sturnira,Sturnira lilium,Sturnira lilium,Frugivore,Moraceae,Ficus,Ficus luschnathiana,Ficus luschnathiana,Tree,Early,Frugivory,4
BPI0451,BPA040,BPR036,Anoura,Anoura caudifera,Anoura caudifer,Nectarivore,Leguminosae,Bauhinia,Bauhinia ungulata,Bauhinia ungulata,Tree,Early,Nectarivory,NA
BPI0452,BPA040,BPR036,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Leguminosae,Bauhinia,Bauhinia ungulata,Bauhinia ungulata,Tree,Early,Nectarivory,NA
BPI0453,BPA040,BPR036,Phyllostomus,Phyllostomus discolor,Phyllostomus discolor,Omnivore,Leguminosae,Bauhinia,Bauhinia ungulata,Bauhinia ungulata,Tree,Early,Nectarivory,NA
BPI0454,BPA041,BPR037,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper amalago,Piper amalago,Shrub,Early,Frugivory,NA
BPI0455,BPA041,BPR037,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Piperaceae,Piper,Piper amalago,Piper amalago,Shrub,Early,Frugivory,NA
BPI0456,BPA042,BPR038,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Piperaceae,Piper,Piper amalago,Piper amalago,Shrub,Early,Frugivory,NA
BPI0457,BPA042,BPR038,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Piperaceae,Piper,Piper jacquemontianum,Piper jacquemontianum,Shrub,Early,Frugivory,NA
BPI0458,BPA042,BPR038,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Piperaceae,Piper,Piper pseudofuligineum,Piper pseudofuligineum,Shrub,Early,Frugivory,NA
BPI0459,BPA042,BPR038,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Piperaceae,Piper,Piper pseudofuligineum,Piper pseudofuligineum,Shrub,Early,Frugivory,NA
BPI0460,BPA042,BPR038,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper amalago,Piper amalago,Shrub,Early,Frugivory,NA
BPI0461,BPA042,BPR038,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper jacquemontianum,Piper jacquemontianum,Shrub,Early,Frugivory,NA
BPI0462,BPA042,BPR038,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper marginatum,Piper marginatum,Shrub,Early,Frugivory,NA
BPI0463,BPA042,BPR038,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper pseudofuligineum,Piper pseudofuligineum,Shrub,Early,Frugivory,NA
BPI0464,BPA042,BPR038,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper tuberculatum ,Piper tuberculatum ,Shrub,Late,Frugivory,NA
BPI0465,BPA042,BPR038,carollia,Carollia subrufa,carollia subrufa,Frugivore,Piperaceae,Piper,Piper amalago,Piper amalago,Shrub,Early,Frugivory,NA
BPI0466,BPA042,BPR038,carollia,Carollia subrufa,carollia subrufa,Frugivore,Piperaceae,Piper,Piper jacquemontianum,Piper jacquemontianum,Shrub,Early,Frugivory,NA
BPI0467,BPA042,BPR038,carollia,Carollia subrufa,carollia subrufa,Frugivore,Piperaceae,Piper,Piper marginatum,Piper marginatum,Shrub,Early,Frugivory,NA
BPI0468,BPA042,BPR038,carollia,Carollia subrufa,carollia subrufa,Frugivore,Piperaceae,Piper,Piper pseudofuligineum,Piper pseudofuligineum,Shrub,Early,Frugivory,NA
BPI0469,BPA042,BPR038,carollia,Carollia subrufa,carollia subrufa,Frugivore,Piperaceae,Piper,Piper tuberculatum ,Piper tuberculatum ,Shrub,Late,Frugivory,NA
BPI0470,BPA042,BPR038,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Piperaceae,Piper,Piper amalago,Piper amalago,Shrub,Early,Frugivory,NA
BPI0471,BPA042,BPR038,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Piperaceae,Piper,Piper pseudofuligineum,Piper pseudofuligineum,Shrub,Early,Frugivory,NA
BPI0472,BPA042,BPR038,Sturnira,Sturnira lilium,Sturnira parvidens,Frugivore,Piperaceae,Piper,Piper amalago,Piper amalago,Shrub,Early,Frugivory,NA
BPI0473,BPA042,BPR038,Sturnira,Sturnira lilium,Sturnira parvidens,Frugivore,Piperaceae,Piper,Piper jacquemontianum,Piper jacquemontianum,Shrub,Early,Frugivory,NA
BPI0474,BPA042,BPR038,Sturnira,Sturnira lilium,Sturnira parvidens,Frugivore,Piperaceae,Piper,Piper pseudofuligineum,Piper pseudofuligineum,Shrub,Early,Frugivory,NA
BPI0475,BPA043,BPR039,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper marginatum,Piper marginatum,Shrub,Early,Frugivory,NA
BPI0476,BPA043,BPR039,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper amalago,Piper amalago,Shrub,Early,Frugivory,NA
BPI0477,BPA043,BPR039,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper jacquemontianum,Piper jacquemontianum,Shrub,Early,Frugivory,NA
BPI0478,BPA043,BPR039,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper tuberculatum ,Piper tuberculatum ,Shrub,Late,Frugivory,NA
BPI0479,BPA043,BPR039,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Muntingiaceae,Muntingia,Muntingia calabura,Muntingia calabura,Tree,NA,Frugivory,NA
BPI0480,BPA043,BPR039,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Urticaceae,Cecropia,Cecropia peltata,Cecropia peltata,Tree,Early,Frugivory,NA
BPI0481,BPA043,BPR039,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Leguminosae,Acacia,Acacia collinsii,Acacia collinsii,Tree,Early,Frugivory,NA
BPI0482,BPA043,BPR039,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Rhamnaceae,Karwinskia,Karwinskia calderonii,Karwinskia calderonii,Shrub,NA,Frugivory,NA
BPI0483,BPA043,BPR039,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Melastomataceae,Clidemia,Clidemia octona,Clidemia octona,Shrub,NA,Frugivory,NA
BPI0484,BPA043,BPR039,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Chrysobalanaceae,Licania,Licania arborea,Licania arborea,Tree,Late,Frugivory,NA
BPI0485,BPA043,BPR039,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Hypericaceae,Vismia,Vismia baccifera,Vismia baccifera,Tree,Early,Frugivory,NA
BPI0486,BPA043,BPR039,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Malvaceae,Pachira,Bombacopsis quinatum,Pachira quinata,Tree,Early,Nectarivory,NA
BPI0487,BPA043,BPR039,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Malvaceae,Ceiba,Ceiba pentandra,Ceiba pentandra,Tree,Early,Nectarivory,NA
BPI0488,BPA044,BPR040,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Urticaceae,Cecropia,Cecropia peltata,Cecropia peltata,Tree,Early,Frugivory,NA
BPI0489,BPA044,BPR040,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Urticaceae,Cecropia,Cecropia peltata,Cecropia peltata,Tree,Early,Frugivory,NA
BPI0490,BPA044,BPR040,Artibeus,Artibeus phaeotis,Artibeus phaeotis,Frugivore,Urticaceae,Cecropia,Cecropia peltata,Cecropia peltata,Tree,Early,Frugivory,NA
BPI0491,BPA044,BPR040,Artibeus,Artibeus toltecus,Artibeus toltecus,Frugivore,Urticaceae,Cecropia,Cecropia peltata,Cecropia peltata,Tree,Early,Frugivory,NA
BPI0492,BPA044,BPR040,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Urticaceae,Cecropia,Cecropia peltata,Cecropia peltata,Tree,Early,Frugivory,NA
BPI0493,BPA044,BPR040,Carollia,Carollia subrufa,Carollia subrufa,Frugivore,Urticaceae,Cecropia,Cecropia peltata,Cecropia peltata,Tree,Early,Frugivory,NA
BPI0494,BPA044,BPR040,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Urticaceae,Cecropia,Cecropia peltata,Cecropia peltata,Tree,Early,Frugivory,NA
BPI0495,BPA044,BPR040,Phyllostomus,Phyllostomus discolor,Phyllostomus discolor,Omnivore,Urticaceae,Cecropia,Cecropia peltata,Cecropia peltata,Tree,Early,Frugivory,NA
BPI0496,BPA044,BPR040,Sturnira,Sturnira lilium,Sturnira parvidens,Frugivore,Urticaceae,Cecropia,Cecropia peltata,Cecropia peltata,Tree,Early,Frugivory,NA
BPI0497,BPA045,BPR041,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Moraceae,Ficus,Ficus cotinifolia,Ficus cotinifolia,Tree,NA,Frugivory,NA
BPI0498,BPA045,BPR041,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Moraceae,Ficus,Ficus ovalis,Ficus crassinervia,Tree,NA,Frugivory,NA
BPI0499,BPA045,BPR041,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Moraceae,Ficus,Ficus sp.,Ficus sp.,NA,NA,Frugivory,NA
BPI0500,BPA045,BPR041,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Moraceae,Maclura,Chlorophora tinctoria,Maclura tinctoria,Tree,Late,Frugivory,NA
BPI0501,BPA045,BPR041,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Urticaceae,Cecropia,Cecropia peltata,Cecropia peltata,Tree,Early,Frugivory,NA
BPI0502,BPA045,BPR041,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Piperaceae,Piper,Piper pseudofuligineum,Piper pseudofuligineum,Shrub,Early,Frugivory,NA
BPI0503,BPA045,BPR041,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Moraceae,Ficus,Ficus sp.,Ficus sp.,NA,NA,Frugivory,NA
BPI0504,BPA045,BPR041,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Moraceae,Maclura,Chlorophora tinctoria,Maclura tinctoria,Tree,Late,Frugivory,NA
BPI0505,BPA045,BPR041,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Urticaceae,Cecropia,Cecropia peltata,Cecropia peltata,Tree,Early,Frugivory,NA
BPI0506,BPA045,BPR041,Artibeus,Artibeus phaeotis,Artibeus phaeotis,Frugivore,Moraceae,Ficus,Ficus cotinifolia,Ficus cotinifolia,Tree,NA,Frugivory,NA
BPI0507,BPA045,BPR041,Artibeus,Artibeus phaeotis,Artibeus phaeotis,Frugivore,Moraceae,Ficus,Ficus ovalis,Ficus crassinervia,Tree,NA,Frugivory,NA
BPI0508,BPA045,BPR041,Artibeus,Artibeus phaeotis,Artibeus phaeotis,Frugivore,Moraceae,Maclura,Chlorophora tinctoria,Maclura tinctoria,Tree,Late,Frugivory,NA
BPI0509,BPA045,BPR041,Artibeus,Artibeus phaeotis,Artibeus phaeotis,Frugivore,Urticaceae,Cecropia,Cecropia peltata,Cecropia peltata,Tree,Early,Frugivory,NA
BPI0510,BPA045,BPR041,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper amalago,Piper amalago,Shrub,Early,Frugivory,NA
BPI0511,BPA045,BPR041,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper jacquemontianum,Piper jacquemontianum,Shrub,Early,Frugivory,NA
BPI0512,BPA045,BPR041,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper pseudofuligineum,Piper pseudofuligineum,Shrub,Early,Frugivory,NA
BPI0513,BPA045,BPR041,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Moraceae,Ficus,Ficus sp.,Ficus sp.,NA,NA,Frugivory,NA
BPI0514,BPA045,BPR041,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Moraceae,Maclura,Chlorophora tinctoria,Maclura tinctoria,Tree,Late,Frugivory,NA
BPI0515,BPA045,BPR041,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Urticaceae,Cecropia,Cecropia peltata,Cecropia peltata,Tree,Early,Frugivory,NA
BPI0516,BPA045,BPR041,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Muntingiaceae,Muntingia,Muntingia calabura,Muntingia calabura,Tree,NA,Frugivory,NA
BPI0517,BPA045,BPR041,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Solanaceae,Solanum,Solanum hazeni,Solanum hazenii,Shrub,Early,Frugivory,NA
BPI0518,BPA045,BPR041,Chiroderma,Chiroderma villosum,Chiroderma villosum,Frugivore,Moraceae,Ficus,Ficus cotinifolia,Ficus cotinifolia,Tree,NA,Frugivory,NA
BPI0519,BPA045,BPR041,Chiroderma,Chiroderma villosum,Chiroderma villosum,Frugivore,Moraceae,Ficus,Ficus ovalis,Ficus crassinervia,Tree,NA,Frugivory,NA
BPI0520,BPA045,BPR041,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Piperaceae,Piper,Piper amalago,Piper amalago,Shrub,Early,Frugivory,NA
BPI0521,BPA045,BPR041,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Piperaceae,Piper,Piper pseudofuligineum,Piper pseudofuligineum,Shrub,Early,Frugivory,NA
BPI0522,BPA045,BPR041,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Moraceae,Ficus,Ficus cotinifolia,Ficus cotinifolia,Tree,NA,Frugivory,NA
BPI0523,BPA045,BPR041,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Moraceae,Ficus,Ficus ovalis,Ficus crassinervia,Tree,NA,Frugivory,NA
BPI0524,BPA045,BPR041,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Urticaceae,Cecropia,Cecropia peltata,Cecropia peltata,Tree,Early,Frugivory,NA
BPI0525,BPA045,BPR041,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Muntingiaceae,Muntingia,Muntingia calabura,Muntingia calabura,Tree,NA,Frugivory,NA
BPI0526,BPA045,BPR041,Sturnira,Stunira lilium,Sturnira parvidens,Frugivore,Piperaceae,Piper,Piper amalago,Piper amalago,Shrub,Early,Frugivory,NA
BPI0527,BPA045,BPR041,Sturnira,Stunira lilium,Sturnira parvidens,Frugivore,Piperaceae,Piper,Piper jacquemontianum,Piper jacquemontianum,Shrub,Early,Frugivory,NA
BPI0528,BPA045,BPR041,Sturnira,Stunira lilium,Sturnira parvidens,Frugivore,Piperaceae,Piper,Piper pseudofuligineum,Piper pseudofuligineum,Shrub,Early,Frugivory,NA
BPI0529,BPA045,BPR041,Sturnira,Stunira lilium,Sturnira parvidens,Frugivore,Moraceae,Maclura,Chlorophora tinctoria,Maclura tinctoria,Tree,Late,Frugivory,NA
BPI0530,BPA045,BPR041,Sturnira,Stunira lilium,Sturnira parvidens,Frugivore,Urticaceae,Cecropia,Cecropia peltata,Cecropia peltata,Tree,Early,Frugivory,NA
BPI0531,BPA045,BPR041,Sturnira,Stunira lilium,Sturnira parvidens,Frugivore,Solanaceae,Solanum,Solanum hazeni,Solanum hazenii,Shrub,Early,Frugivory,NA
BPI0532,BPA046,BPR042,Artibeus,Artibeus phaeotis,Artibeus phaeotis,Frugivore,Muntingiaceae,Muntingia,Muntingia calabura,Muntingia calabura,Tree,NA,Frugivory,NA
BPI0533,BPA046,BPR042,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Muntingiaceae,Muntingia,Muntingia calabura,Muntingia calabura,Tree,NA,Frugivory,NA
BPI0534,BPA046,BPR042,Carollia,Carollia subrufa,Carollia subrufa,Frugivore,Muntingiaceae,Muntingia,Muntingia calabura,Muntingia calabura,Tree,NA,Frugivory,NA
BPI0535,BPA046,BPR042,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Muntingiaceae,Muntingia,Muntingia calabura,Muntingia calabura,Tree,NA,Frugivory,NA
BPI0536,BPA047,BPR043,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Cactaceae,Pachycereus,Pachycereus pringlei,Pachycereus pringlei,Succulent,NA,Nectarivory,NA
BPI0537,BPA047,BPR043,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Cactaceae,Carnegiea,Carnegiea gigantea,Carnegiea gigantea,Succulent,NA,Nectarivory,NA
BPI0538,BPA047,BPR043,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Cactaceae,Stenocereus,Stenocereus thurberi,Stenocereus thurberi,Succulent,NA,Nectarivory,NA
BPI0539,BPA047,BPR043,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Cactaceae,Lophocereus,Lophocereus schottii,Lophocereus schottii,Succulent,NA,Nectarivory,NA
BPI0540,BPA048,BPR043,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Cactaceae,Carnegiea,Carnegiea gigantea,Carnegiea gigantea,Succulent,NA,Nectarivory,NA
BPI0541,BPA048,BPR043,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Cactaceae,Stenocereus,Stenocereus thurberi,Stenocereus thurberi,Succulent,NA,Nectarivory,NA
BPI0542,BPA048,BPR043,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Cactaceae,Lophocereus,Lophocereus schottii,Lophocereus schottii,Succulent,NA,Nectarivory,NA
BPI0543,BPA049,BPR044,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Moraceae,Maclura,Chlorophora tinctoria,Maclura tinctoria,Tree,Late,Frugivory,NA
BPI0544,BPA049,BPR044,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Moraceae,Ficus,Ficus enormis,Ficus enormis,Tree,NA,Frugivory,NA
BPI0545,BPA049,BPR044,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Arecaceae,Syagrus,Syagrus romanzoffiana,Syagrus romanzoffiana,Palm-tree,Early,Frugivory,NA
BPI0546,BPA049,BPR044,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Combretaceae,Terminalia,Terminalia catappa,Terminalia catappa,Tree,Early,Frugivory,NA
BPI0547,BPA049,BPR044,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Clusiaceae,Calophyllum,Calophyllum brasiliensis,Calophyllum brasiliense,Tree,Late,Frugivory,NA
BPI0548,BPA049,BPR044,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Rosaceae,Eriobotrya,Eriobotrya japonica,Eriobotrya japonica,Tree,NA,Frugivory,NA
BPI0549,BPA049,BPR044,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Sapotaceae,Chrysophyllum,Chrysophyllum gonocarpum,Chrysophyllum gonocarpum,Tree,Late,Frugivory,NA
BPI0550,BPA049,BPR044,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Myrtaceae,Syzygium,Syzygium jambos,Syzygium jambos,Tree,Late,Frugivory,NA
BPI0551,BPA049,BPR044,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Moraceae,Ficus,Ficus luschnathiana,Ficus luschnathiana,Tree,Early,Frugivory,NA
BPI0552,BPA049,BPR044,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Myrtaceae,Plinia,Myrciaria jaboticaba,Plinia cauliflora,Tree,Late,Frugivory,NA
BPI0553,BPA049,BPR044,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Solanaceae,Solanum,Solanum inaequale,Solanum pseudoquina,Shrub,Early,Frugivory,NA
BPI0554,BPA049,BPR044,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Urticaceae,Cecropia,Cecropia hololeuca,Cecropia hololeuca,Tree,Late,Frugivory,NA
BPI0555,BPA049,BPR044,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Solanaceae,Solanum,Solanum granuloso-leprosum,Solanum granuloso-leprosum,Tree,Early,Frugivory,NA
BPI0556,BPA050,BPR045,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Caricaceae,Carica,Carica papaya,Carica papaya,Tree,Early,Frugivory,1
BPI0557,BPA050,BPR045,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Urticaceae,Cecropia,Cecropia glaziovii,Cecropia glaziovii,Tree,Early,Frugivory,2
BPI0558,BPA050,BPR045,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Melastomataceae,Miconia,Miconia sp.,Miconia sp.,Shrub,Early,Frugivory,1
BPI0559,BPA050,BPR045,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Piperaceae,Piper,Piper aduncum,Piper aduncum,Shrub,Early,Frugivory,1
BPI0560,BPA050,BPR045,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Piperaceae,Piper,Piper sp.,Piper sp.,Shrub,Early,Frugivory,1
BPI0561,BPA050,BPR045,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Moraceae,Ficus,Ficus sp.1,Ficus sp.1,Tree,NA,Frugivory,1
BPI0562,BPA050,BPR045,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Moraceae,Ficus,Ficus sp.2,Ficus sp.2,Tree,NA,Frugivory,1
BPI0563,BPA050,BPR045,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Moraceae,Ficus,Ficus sp.3,Ficus sp.3,Tree,NA,Frugivory,1
BPI0564,BPA050,BPR045,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Myrtaceae,Psidium,Psidium sp.1,Psidium sp.1,Tree,Late,Frugivory,2
BPI0565,BPA050,BPR045,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Myrtaceae,Psidium,Psidium sp.2,Psidium sp.2,Tree,Late,Frugivory,1
BPI0566,BPA050,BPR045,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Urticaceae,Cecropia,Cecropia glaziovii,Cecropia glaziovii,Tree,Early,Frugivory,4
BPI0567,BPA050,BPR045,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper aduncum,Piper aduncum,Shrub,Early,Frugivory,3
BPI0568,BPA050,BPR045,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Solanaceae,Unidentified,Sp.1,Unidentified 1,NA,NA,Frugivory,2
BPI0569,BPA050,BPR045,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Solanaceae,Unidentified,Sp.2,Unidentified 2,NA,NA,Frugivory,1
BPI0570,BPA050,BPR045,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Solanaceae,Unidentified,Sp.3,Unidentified 3,NA,NA,Frugivory,1
BPI0571,BPA050,BPR045,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Solanaceae,Unidentified,Sp.4,Unidentified 4,NA,NA,Frugivory,5
BPI0572,BPA050,BPR045,Glossophaga,Glossopaga soricina,Glossophaga soricina,Nectarivore,Urticaceae,Cecropia,Cecropia glaziovii,Cecropia glaziovii,Tree,Early,Frugivory,1
BPI0573,BPA050,BPR045,Platyrrhinus,Platyrrhinus recifinus,Platyrrhinus recifinus,Frugivore,Urticaceae,Cecropia,Cecropia glaziovii,Cecropia glaziovii,Tree,Early,Frugivory,1
BPI0574,BPA050,BPR045,Sturnira,Srturnira lilium,Sturnira lilium,Frugivore,Piperaceae,Piper,Piper aduncum,Piper aduncum,Shrub,Early,Frugivory,1
BPI0575,BPA050,BPR045,Sturnira,Srturnira lilium,Sturnira lilium,Frugivore,Solanaceae,Unidentified,Sp.1,Unidentified 1,NA,NA,Frugivory,1
BPI0576,BPA050,BPR045,Sturnira,Srturnira lilium,Sturnira lilium,Frugivore,Solanaceae,Unidentified,Sp.4,Unidentified 4,NA,NA,Frugivory,2
BPI0577,BPA050,BPR045,Sturnira,Srturnira lilium,Sturnira lilium,Frugivore,Myrtaceae,Psidium,Psidium sp.1,Psidium sp.1,Tree,Late,Frugivory,1
BPI0578,BPA050,BPR045,Vampyressa,Vampiressa pussila,Vampyressa pusilla,Frugivore,Myrtaceae,Psidium,Psidium sp.2,Psidium sp.2,Tree,Late,Frugivory,2
BPI0579,BPA051,BPR046,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Humiriaceae,Sacoglottis,Sacoglottis guianensis,Sacoglottis guianensis,Tree,NA,Frugivory,NA
